,State,District,Year,Civilians,Security Forces,Terrorists/Insurgents/Extremists,Not Specified,Total Fatalities,Funds Released,Annual Allocation,Rural Literacy Rate,Geographical area,Very dense forest,Moderately dense forest,Open forest,Total Forest Cover,Actual Rainfall (mm),Ruggedness Minimum,Ruggedness Maximum,Ruggednness Range,Ruggedness Mean,Ruggednness Std. Dev,Ruggedness Sum,Pollution (μg/m3)
21,Andhra Pradesh,Chittoor,2013,0,0,0,0,0,26.91,40.29,0.597148584,15151,0,1251,1320,2571,855.48,1,1337.386597,1336.386597,124.7005443,142.263298,1895572.973,28.40207282
22,Andhra Pradesh,Cuddapah,2007,0,0,2,0,2,23.95,26.5,0.558154441,15359,9,1898,1502,3409,1209.92,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,26.79787502
23,Andhra Pradesh,Cuddapah,2008,0,0,0,0,0,20,26.5,0.558154441,15359,8.75,2036,1536.75,3581.5,885.06,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,27.64974235
24,Andhra Pradesh,Cuddapah,2009,0,0,1,0,1,26.5,26.5,0.558154441,15359,8.5,2174,1571.5,3754,816.01,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,27.68320861
25,Andhra Pradesh,Cuddapah,2010,0,0,0,0,0,26.5,26.5,0.558154441,15359,8.25,2312,1606.25,3926.5,1060.7,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,25.22425524
26,Andhra Pradesh,Cuddapah,2011,0,0,0,0,0,29.83,29.83,0.558154441,15359,8,2450,1641,4099,771.31,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,26.56511123
27,Andhra Pradesh,Cuddapah,2012,0,0,0,0,0,27.79,29.83,0.558154441,15359,8,2449.5,1640.5,4098,659.47,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,24.66356048
28,Andhra Pradesh,Cuddapah,2013,0,0,0,0,0,29.25,36.58,0.558154441,15359,8,2449,1640,4097,700.53,0,1051.898804,1051.898804,132.5861449,137.2926105,2030026.464,29.09202026
29,Andhra Pradesh,Karimnagar,2007,2,0,0,0,2,23.42,25.92,0.544515767,11823,0,980,703,1683,778.13,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,32.22049164
30,Andhra Pradesh,Karimnagar,2008,2,0,4,3,9,18.91,25.92,0.544515767,11823,0,979.75,702,1681.75,1225.03,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,35.78093519
31,Andhra Pradesh,Karimnagar,2009,1,0,0,0,1,25.92,25.92,0.544515767,11823,0,979.5,701,1680.5,781.18,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,31.43331871
32,Andhra Pradesh,Karimnagar,2010,2,0,0,0,2,25.92,25.92,0.544515767,11823,0,979.25,700,1679.25,1400.71,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,29.75897713
33,Andhra Pradesh,Karimnagar,2011,0,0,0,0,0,28.63,29.14,0.544515767,11823,0,979,699,1678,595.6,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,30.8652484
34,Andhra Pradesh,Karimnagar,2012,2,0,0,0,2,29.14,29.14,0.544515767,11823,0,976.5,697,1673.5,1025.42,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,30.84554189
35,Andhra Pradesh,Karimnagar,2013,1,0,0,0,1,26.48,35.75,0.544515767,11823,0,974,695,1669,1536.59,0,464.4825134,464.4825134,33.46486175,41.02991466,397428.6981,34.25850203
36,Andhra Pradesh,Khammam,2007,3,1,13,3,20,24.18,26.76,0.536798977,16029,28,5212,1872,7112,801.75,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,29.13845565
37,Andhra Pradesh,Khammam,2008,6,0,12,1,19,19.97,26.76,0.536798977,16029,28,5189,1849.5,7066.5,1461.65,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,32.28408065
38,Andhra Pradesh,Khammam,2009,5,0,2,0,7,26.76,26.76,0.536798977,16029,28,5166,1827,7021,795.34,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,30.35377366
39,Andhra Pradesh,Khammam,2010,6,0,2,0,8,26.76,26.76,0.536798977,16029,28,5143,1804.5,6975.5,1868.55,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,27.49589456
40,Andhra Pradesh,Khammam,2011,0,0,4,0,4,16.65,30.15,0.536798977,16029,28,5120,1782,6930,917.39,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,28.70951025
41,Andhra Pradesh,Khammam,2012,2,0,1,0,3,35.73,30.15,0.536798977,16029,28,5061.5,1752,6841.5,1620.99,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,28.16956765
42,Andhra Pradesh,Khammam,2013,2,1,0,0,3,31.41,36.98,0.536798977,16029,28,5003,1722,6753,1374.2,2.645751238,1098.645508,1095.999757,96.87758932,111.9854907,1557016.616,32.70283096
43,Andhra Pradesh,Mahboobnagar,2007,1,0,0,1,2,27.6,30.56,0.441692189,18432,329,538,1077,1944,826.63,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,29.02106457
44,Andhra Pradesh,Mahboobnagar,2008,1,0,0,0,1,22.57,30.56,0.441692189,18432,329,537.75,1076.75,1943.5,791.07,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,30.80212099
45,Andhra Pradesh,Mahboobnagar,2009,0,0,0,0,0,30.56,30.56,0.441692189,18432,329,537.5,1076.5,1943,743.77,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,30.1693218
46,Andhra Pradesh,Mahboobnagar,2010,0,0,0,0,0,30.56,30.56,0.441692189,18432,329,537.25,1076.25,1942.5,812.73,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,26.97301762
47,Andhra Pradesh,Mahboobnagar,2011,0,0,0,0,0,34.71,34.71,0.441692189,18432,329,537,1076,1942,548.67,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,28.81366614
48,Andhra Pradesh,Mahboobnagar,2012,0,0,0,0,0,34.71,34.71,0.441692189,18432,329,537,1076,1942,658.18,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,28.03326612
49,Andhra Pradesh,Mahboobnagar,2013,0,0,0,0,0,17.14,42.57,0.441692189,18432,329,537,1076,1942,1011.23,3.162277699,841.8521118,838.6898341,55.26423091,69.99511891,1023383.028,31.5879292
50,Andhra Pradesh,Medak,2007,0,0,0,0,0,20.47,22.63,0.492097091,9700,0,82,504,586,739.77,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,30.61444461
51,Andhra Pradesh,Medak,2008,0,0,0,0,0,17.03,22.63,0.492097091,9700,0,81.75,504,585.75,1021.11,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,34.34899657
52,Andhra Pradesh,Medak,2009,0,0,0,0,0,22.63,22.63,0.492097091,9700,0,81.5,504,585.5,667.89,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,31.07455401
53,Andhra Pradesh,Medak,2010,0,0,0,0,0,22.63,22.63,0.492097091,9700,0,81.25,504,585.25,1070.56,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,28.34213948
54,Andhra Pradesh,Medak,2011,0,0,0,0,0,25.19,25.19,0.492097091,9700,0,81,504,585,590.03,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,30.80703086
55,Andhra Pradesh,Medak,2012,0,0,0,1,1,18.36,25.19,0.492097091,9700,0,80,502.5,582.5,787.16,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,30.25146309
56,Andhra Pradesh,Medak,2013,0,0,0,0,0,27.31,30.89,0.492097091,9700,0,79,501,580,1127.29,2.645751238,264.6053772,261.959626,31.06130925,17.25482966,303531.1139,33.15476978
57,Andhra Pradesh,Nalgonda,2007,1,0,6,0,7,24.45,27.05,0.536229674,14240,0,10,141,151,697.91,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,28.99958224
58,Andhra Pradesh,Nalgonda,2008,0,0,0,0,0,19.42,27.05,0.536229674,14240,0,10.5,141.25,151.75,1020.85,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,32.08931113
59,Andhra Pradesh,Nalgonda,2009,0,0,0,0,0,27.05,27.05,0.536229674,14240,0,11,141.5,152.5,707.9,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,30.4547548
60,Andhra Pradesh,Nalgonda,2010,0,0,0,0,0,27.05,27.05,0.536229674,14240,0,11.5,141.75,153.25,1079.88,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,27.96449143
61,Andhra Pradesh,Nalgonda,2011,1,0,0,0,1,30.5,30.5,0.536229674,14240,0,12,142,154,641.53,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,28.68719165
62,Andhra Pradesh,Nalgonda,2012,0,0,0,0,0,30.5,30.5,0.536229674,14240,0,12,142,154,806.04,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,28.15399679
63,Andhra Pradesh,Nalgonda,2013,0,0,0,0,0,24.96,37.41,0.536229674,14240,0,12,142,154,1125,0,602.5263672,602.5263672,35.71380873,48.2764271,510064.6163,31.52507648
64,Andhra Pradesh,Nizamabad,2007,0,0,0,0,0,18.73,20.7,0.503113915,7956,0,217,981,1198,804.08,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,32.74686563
65,Andhra Pradesh,Nizamabad,2008,0,0,0,0,0,15.65,20.7,0.503113915,7956,0,217,980.5,1197.5,892.68,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,36.1920323
66,Andhra Pradesh,Nizamabad,2009,0,0,0,0,0,20.7,20.7,0.503113915,7956,0,217,980,1197,695.53,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,32.57142941
67,Andhra Pradesh,Nizamabad,2010,0,0,0,0,0,20.76,20.7,0.503113915,7956,0,217,979.5,1196.5,1211.6,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,29.99643399
68,Andhra Pradesh,Nizamabad,2011,0,0,0,0,0,22.8,22.86,0.503113915,7956,0,217,979,1196,898.83,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,31.88128778
69,Andhra Pradesh,Nizamabad,2012,0,0,0,0,0,18.44,22.86,0.503113915,7956,0,217,976,1193,882.33,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,32.66815346
70,Andhra Pradesh,Nizamabad,2013,0,0,0,0,0,24.49,28.04,0.503113915,7956,0,217,973,1190,1342.06,0,387.0374756,387.0374756,39.31202515,35.67644192,314063.769,35.82265671
71,Andhra Pradesh,Rangareddy,2007,0,0,0,0,0,20.97,23.19,0.531949474,7710,0,49,342,391,767.76,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,29.52755113
72,Andhra Pradesh,Rangareddy,2008,0,0,0,0,0,17.47,23.19,0.531949474,7710,0,48.5,342.5,391,1037.9,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,32.70172053
73,Andhra Pradesh,Rangareddy,2009,0,0,0,0,0,23.19,23.19,0.531949474,7710,0,48,343,391,739.28,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,30.42676579
74,Andhra Pradesh,Rangareddy,2010,0,0,0,0,0,23.19,23.19,0.531949474,7710,0,47.5,343.5,391,1038.01,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,27.47055201
75,Andhra Pradesh,Rangareddy,2011,0,0,0,0,0,25.13,25.86,0.531949474,7710,0,47,344,391,547.03,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,29.69258105
76,Andhra Pradesh,Rangareddy,2012,0,0,0,0,0,20.26,25.86,0.531949474,7710,0,47,342,389,720.66,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,29.26021044
77,Andhra Pradesh,Rangareddy,2013,0,0,0,0,0,27.41,31.71,0.531949474,7710,0,47,340,387,1049.42,4.898979664,426.1560669,421.2570872,40.52102355,29.56441816,307514.0477,32.22953927
78,Andhra Pradesh,Vizianagaram,2007,1,0,0,0,1,17.11,18.9,0.48114793,6539,0,145,604,749,1434.59,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,27.96756111
79,Andhra Pradesh,Vizianagaram,2008,1,0,3,0,4,16.06,18.9,0.48114793,6539,0,145,603.5,748.5,1279.1,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,30.08474711
80,Andhra Pradesh,Vizianagaram,2009,0,0,0,0,0,18.9,18.9,0.48114793,6539,0,145,603,748,954.33,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,29.09446919
81,Andhra Pradesh,Vizianagaram,2010,0,0,0,0,0,18.9,18.9,0.48114793,6539,0,145,602.5,747.5,1530.94,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,26.91727078
82,Andhra Pradesh,Vizianagaram,2011,0,0,0,0,0,20.7,20.7,0.48114793,6539,0,145,602,747,997.3,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,27.82688476
83,Andhra Pradesh,Vizianagaram,2012,0,0,0,0,0,20.7,20.7,0.48114793,6539,0,145,603,748,1251.1,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,26.85068996
84,Andhra Pradesh,Vizianagaram,2013,0,0,0,0,0,21.18,25.39,0.48114793,6539,0,145,604,749,1202.33,2.645751238,1214.787231,1212.14148,128.5277294,158.0268196,777078.652,30.25366181
85,Andhra Pradesh,Warangal,2007,0,0,7,0,7,23.69,26.06,0.530666289,12847,0,2436,655,3091,894.71,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,29.87991958
86,Andhra Pradesh,Warangal,2008,2,0,7,1,10,19.82,26.06,0.530666289,12847,0,2433.5,651.75,3085.25,1426.7,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,32.97731602
87,Andhra Pradesh,Warangal,2009,2,0,8,0,10,26.06,26.06,0.530666289,12847,0,2431,648.5,3079.5,713.28,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,30.10010608
88,Andhra Pradesh,Warangal,2010,2,0,3,0,5,26.06,26.06,0.530666289,12847,0,2428.5,645.25,3073.75,1481.94,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,28.08014181
89,Andhra Pradesh,Warangal,2011,1,0,0,0,1,27.85,29.3,0.530666289,12847,0,2426,642,3068,740.78,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,29.39388654
90,Andhra Pradesh,Warangal,2012,0,0,0,0,0,22.74,29.3,0.530666289,12847,0,2417.5,636,3053.5,1229.01,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,28.31277617
91,Andhra Pradesh,Warangal,2013,0,0,0,0,0,32.16,35.94,0.530666289,12847,0,2409,630,3039,1469.97,0,589.1477051,589.1477051,36.18291313,45.31614634,470703.5169,32.37133865
92,Bihar,Araria,2007,0,0,0,0,0,15.18,16.76,0.41410864,2830,0,16,74,90,1691.64,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,51.37539404
93,Bihar,Araria,2008,0,0,0,0,0,11.46,16.76,0.41410864,2830,0,15,74.5,89.5,1578.5,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,53.52287157
94,Bihar,Araria,2009,0,0,0,0,0,12.64,16.76,0.41410864,2830,0,14,75,89,1337.28,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,59.37183486
95,Bihar,Araria,2010,0,0,0,0,0,20.88,16.76,0.41410864,2830,0,13,75.5,88.5,1868.31,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,56.47495272
96,Bihar,Araria,2011,0,0,0,0,0,8.81,18.12,0.41410864,2830,0,12,76,88,1613.03,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,53.36255773
97,Bihar,Araria,2012,0,0,0,0,0,2.72,18.12,0.41410864,2830,0,11.5,111,122.5,1441.91,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,64.1043022
98,Bihar,Araria,2013,0,0,0,0,0,18.01,22.22,0.41410864,2830,0,11,146,157,2029.01,0,50.31898117,50.31898117,4.494113632,5.138561431,12970.01194,52.34677533
99,Bihar,Aurangabad,2007,0,0,0,0,0,15.18,16.76,0.567917337,3305,0,54,97,151,1231.05,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,51.45747404
100,Bihar,Aurangabad,2008,2,0,0,0,2,12.08,16.76,0.567917337,3305,0,54,97,151,1094.22,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,60.720776
101,Bihar,Aurangabad,2009,1,0,0,0,1,12.52,16.76,0.567917337,3305,0,54,97,151,727.13,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,60.80099455
102,Bihar,Aurangabad,2010,2,4,0,8,14,21,16.76,0.567917337,3305,0,54,97,151,656.32,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,55.91366373
103,Bihar,Aurangabad,2011,2,0,1,0,3,12.13,18.13,0.567917337,3305,0,54,97,151,1003.56,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,56.85777061
104,Bihar,Aurangabad,2012,0,0,1,0,1,7.02,18.13,0.567917337,3305,0,58.5,94.5,153,1056.93,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,54.14662617
105,Bihar,Aurangabad,2013,12,11,0,0,23,10,22.23,0.567917337,3305,0,63,92,155,755.37,0,868.5666504,868.5666504,57.02913985,74.66380549,771946.437,61.59746731
106,Bihar,Banka,2007,0,0,0,0,0,14.2,15.67,0.469541369,3022,0,111,110,221,1521.94,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,47.36536797
107,Bihar,Banka,2008,0,0,0,0,0,11.06,15.67,0.469541369,3022,0,111,110,221,1124.62,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,51.75902037
108,Bihar,Banka,2009,0,0,0,0,0,15.67,15.67,0.469541369,3022,0,111,110,221,961.63,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,53.68454749
109,Bihar,Banka,2010,3,0,0,0,3,15.67,15.67,0.469541369,3022,0,111,110,221,771.8,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,54.73887905
110,Bihar,Banka,2011,7,0,6,0,13,14.72,16.81,0.469541369,3022,0,111,110,221,1109.65,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,52.78336031
111,Bihar,Banka,2012,0,0,0,0,0,6.44,16.81,0.469541369,3022,0,108,118.5,226.5,1452.11,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,53.92213313
112,Bihar,Banka,2013,0,0,0,0,0,10,20.61,0.469541369,3022,0,105,127,232,1426.93,0,471.2303162,471.2303162,23.59639407,25.51668388,71851.01994,56.46271959
113,Bihar,Begusarai,2007,0,0,0,0,0,15.03,16.59,0.502346381,1918,0,20,23,43,1586.62,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,59.9478309
114,Bihar,Begusarai,2008,1,2,0,0,3,11.5,16.59,0.502346381,1918,0,20,23,43,951.17,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,67.14928986
115,Bihar,Begusarai,2009,0,0,0,0,0,16.59,16.59,0.502346381,1918,0,20,23,43,941.36,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,69.79744133
116,Bihar,Begusarai,2010,1,0,0,0,1,16.59,16.59,0.502346381,1918,0,20,23,43,1077.63,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,68.30393409
117,Bihar,Begusarai,2011,0,0,0,0,0,12.88,17.92,0.502346381,1918,0,20,23,43,911.83,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,64.24622442
118,Bihar,Begusarai,2012,0,0,2,0,2,18.2,17.92,0.502346381,1918,0,25,38,63,999.79,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,68.03840485
119,Bihar,Begusarai,2013,0,0,0,0,0,15.78,21.98,0.502346381,1918,0,30,53,83,900.82,0,73.84442902,73.84442902,11.80828045,8.594431731,23085.18828,67.10118517
120,Bihar,Bhagalpur,2007,0,0,0,0,0,15.57,17.19,0.486074849,2567,0,29,13,42,1506.97,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,52.74743867
121,Bihar,Bhagalpur,2008,0,0,0,0,0,11.6,17.19,0.486074849,2567,0,29,13,42,1555.86,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,57.71397777
122,Bihar,Bhagalpur,2009,0,0,0,0,0,13,17.19,0.486074849,2567,0,29,13,42,1347.3,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,60.67814184
123,Bihar,Bhagalpur,2010,0,0,0,0,0,21.38,17.19,0.486074849,2567,0,29,13,42,838.05,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,60.72978513
124,Bihar,Bhagalpur,2011,0,0,0,0,0,3,18.64,0.486074849,2567,0,29,13,42,1454.17,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,57.19281279
125,Bihar,Bhagalpur,2012,0,0,0,0,0,11.87,18.64,0.486074849,2567,0,39,14,53,1720.37,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,61.91800018
126,Bihar,Bhagalpur,2013,0,0,0,0,0,10,22.86,0.486074849,2567,0,49,15,64,1305.16,0,90.06108856,90.06108856,13.52708314,9.345498952,34669.91409,59.63562793
127,Bihar,Bhojpur,2007,0,0,0,0,0,12.85,16.67,0.572604943,2390,0,16,3,19,1651.23,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,61.17163412
128,Bihar,Bhojpur,2008,0,0,0,0,0,11.94,16.67,0.572604943,2390,0,16,3,19,1358.93,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,71.04037302
129,Bihar,Bhojpur,2009,0,0,0,0,0,15,16.67,0.572604943,2390,0,16,3,19,720.68,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,73.60302317
130,Bihar,Bhojpur,2010,0,0,0,0,0,18.34,16.67,0.572604943,2390,0,16,3,19,717.08,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,65.24058435
131,Bihar,Bhojpur,2011,0,0,0,0,0,14.44,18.01,0.572604943,2390,0,16,3,19,1375.82,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,66.30325285
132,Bihar,Bhojpur,2012,1,0,0,0,1,8.85,18.01,0.572604943,2390,0,19,8.5,27.5,1057.78,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,65.16158765
133,Bihar,Bhojpur,2013,0,0,0,0,0,14.34,22.09,0.572604943,2390,0,22,14,36,962.68,0,36.19392395,36.19392395,5.368916357,4.70591405,13094.787,73.39872537
134,Bihar,Buxar,2007,0,1,0,0,1,12.98,14.31,0.56956143,1708,0,2,1,3,1177.7,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,61.21902872
135,Bihar,Buxar,2008,0,0,0,0,0,9.72,14.31,0.56956143,1708,0,2,1,3,1389.68,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,70.84057383
136,Bihar,Buxar,2009,0,0,0,0,0,10.79,14.31,0.56956143,1708,0,2,1,3,555.96,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,73.12773071
137,Bihar,Buxar,2010,0,0,0,0,0,17.83,14.31,0.56956143,1708,0,2,1,3,651.86,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,64.47146033
138,Bihar,Buxar,2011,0,0,0,0,0,11.08,15.18,0.56956143,1708,0,2,1,3,1087.87,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,67.00323009
139,Bihar,Buxar,2012,0,0,0,0,0,11.92,15.18,0.56956143,1708,0,3,3.5,6.5,752.89,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,64.1036169
140,Bihar,Buxar,2013,0,0,0,0,0,16.51,18.62,0.56956143,1708,0,4,6,10,846.19,0,51.84592438,51.84592438,5.963510369,6.000906284,10269.16486,74.21519238
141,Bihar,Darbhanga,2007,0,0,0,0,0,17.17,18.97,0.441718577,2279,0,41,144,185,1642.07,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,61.80093437
142,Bihar,Darbhanga,2008,0,0,0,0,0,13.08,18.97,0.441718577,2279,0,41,144,185,910.53,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,66.0932277
143,Bihar,Darbhanga,2009,0,0,0,0,0,14.34,18.97,0.441718577,2279,0,41,144,185,926.38,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,71.88616894
144,Bihar,Darbhanga,2010,0,0,0,0,0,23.6,18.97,0.441718577,2279,0,41,144,185,681.23,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,71.32921231
145,Bihar,Darbhanga,2011,0,0,0,0,0,11.14,20.78,0.441718577,2279,0,41,144,185,1118.14,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,64.54456538
146,Bihar,Darbhanga,2012,0,0,0,0,0,20.78,20.78,0.441718577,2279,0,42,119,161,887.1,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,71.8232283
147,Bihar,Darbhanga,2013,0,0,0,0,0,0,25.49,0.441718577,2279,0,43,94,137,834.57,0,54.76312637,54.76312637,9.702228017,7.32530325,24313.78341,68.74514656
148,Bihar,East_Champaran,2007,4,3,3,0,10,19.16,21.18,0.433965059,3968,0,76,88,164,1949.92,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,67.14898783
149,Bihar,East_Champaran,2008,7,0,0,0,7,14.31,21.18,0.433965059,3968,0,77.75,88,165.75,1195.17,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,69.99276516
150,Bihar,East_Champaran,2009,1,0,0,0,1,16.07,21.18,0.433965059,3968,0,79.5,88,167.5,947.23,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,74.52007696
151,Bihar,East_Champaran,2010,2,0,0,0,2,26.29,21.18,0.433965059,3968,0,81.25,88,169.25,969.7,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,72.53112816
152,Bihar,East_Champaran,2011,6,0,6,0,12,15.63,23.44,0.433965059,3968,0,83,88,171,1321.53,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,69.90045651
153,Bihar,East_Champaran,2012,0,0,1,0,1,8.17,23.44,0.433965059,3968,0,75.5,88,163.5,965.73,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,71.66940534
154,Bihar,East_Champaran,2013,0,0,0,0,0,23.43,28.75,0.433965059,3968,0,68,88,156,1089.59,0,35.15679169,35.15679169,4.334163053,3.052952871,17050.59745,75.04279895
155,Bihar,Gaya,2007,14,1,2,0,17,14.7,16.23,0.497637551,4976,0,124,506,630,1328.97,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,51.05520484
156,Bihar,Gaya,2008,2,8,9,0,19,10.99,16.23,0.497637551,4976,0,124,506,630,1145.94,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,60.66353103
157,Bihar,Gaya,2009,2,2,1,0,5,16.23,16.23,0.497637551,4976,0,124,506,630,699.22,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,58.20997779
158,Bihar,Gaya,2010,5,5,4,0,14,16.23,16.23,0.497637551,4976,0,124,506,630,700.87,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,54.98654128
159,Bihar,Gaya,2011,3,2,2,0,7,11.96,17.49,0.497637551,4976,0,124,506,630,814.55,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,56.41426488
