,State,District,Year,Civilians,Security Forces,Terrorists/Insurgents/Extremists,Not Specified,Total Fatalities,Funds Released,Annual Allocation,Rural Literacy Rate,Geographical area,Very dense forest,Moderately dense forest,Open forest,Total Forest Cover,Actual Rainfall (mm),Ruggedness Minimum,Ruggedness Maximum,Ruggednness Range,Ruggedness Mean,Ruggednness Std. Dev,Ruggedness Sum,Pollution (μg/m3)
160,Bihar,Gaya,2012,2,8,6,0,16,23.02,17.49,0.497637551,4976,0,132.5,485.5,618,986.97,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,53.47314626
161,Bihar,Gaya,2013,5,8,2,0,15,10,21.45,0.497637551,4976,0,141,465,606,879.35,0,613.4769897,613.4769897,34.05775124,48.61311568,169641.6589,60.68013661
162,Bihar,Gopalganj,2007,0,0,0,0,0,13.82,15.24,0.533536289,2033,0,2,2,4,1700.25,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,70.84662959
163,Bihar,Gopalganj,2008,0,0,0,0,0,10.32,15.24,0.533536289,2033,0,2,2,4,1345.54,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,75.28697249
164,Bihar,Gopalganj,2009,0,0,0,0,0,11.53,15.24,0.533536289,2033,0,2,2,4,902.24,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,79.43019363
165,Bihar,Gopalganj,2010,0,0,0,0,0,18.95,15.24,0.533536289,2033,0,2,2,4,1001.01,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,75.34784544
166,Bihar,Gopalganj,2011,0,0,0,0,0,14.2,16.3,0.533536289,2033,0,2,2,4,1151.25,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,75.42693759
167,Bihar,Gopalganj,2012,0,0,0,0,0,13.15,16.3,0.533536289,2033,0,2,2.5,4.5,921.4,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,73.6986196
168,Bihar,Gopalganj,2013,0,0,0,0,0,8.46,20,0.533536289,2033,0,2,3,5,981.04,0,33.12099075,33.12099075,6.208451974,4.454414701,12683.86738,80.99804778
169,Bihar,Jamui,2007,0,6,0,0,6,13.13,14.48,0.47509399,3107,0,383,249,632,1628.34,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,47.96515021
170,Bihar,Jamui,2008,6,5,0,3,14,9.79,14.48,0.47509399,3107,0,383,249,632,961.67,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,53.78043479
171,Bihar,Jamui,2009,0,5,0,0,5,11.41,14.48,0.47509399,3107,0,383,249,632,732.74,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,53.68513487
172,Bihar,Jamui,2010,14,0,2,0,16,17.55,14.48,0.47509399,3107,0,383,249,632,928.99,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,55.197784
173,Bihar,Jamui,2011,10,1,0,0,11,10.18,15.38,0.47509399,3107,0,383,249,632,997.92,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,53.75638043
174,Bihar,Jamui,2012,3,1,0,0,4,13.23,14.02,0.47509399,3107,0,382.5,254,636.5,1171.5,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,53.51993556
175,Bihar,Jamui,2013,1,3,0,0,4,13.09,17.21,0.47509399,3107,0,382,259,641,1147.01,1.732050776,533.845459,532.1134082,51.12964199,74.6206769,159064.3162,56.84235001
176,Bihar,Jehanabad,2007,0,0,0,0,0,13.76,15.17,0.541283672,1569,0,2,1,3,2840.51,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,114.8467771
177,Bihar,Jehanabad,2008,2,0,0,0,2,10.23,15.17,0.541283672,1569,0,2,1,3,2151.81,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,136.6335766
178,Bihar,Jehanabad,2009,4,0,0,4,8,11.47,15.17,0.541283672,1569,0,2,1,3,1363.67,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,133.7780005
179,Bihar,Jehanabad,2010,0,0,0,0,0,18.87,15.17,0.541283672,1569,0,2,1,3,1438.14,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,124.3174553
180,Bihar,Jehanabad,2011,0,0,0,0,0,11.3,16.22,0.541283672,1569,0,2,1,3,2607.87,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,122.5452109
181,Bihar,Jehanabad,2012,0,0,0,0,0,7.19,28.81,0.541283672,1569,0,2,2,4,2088.05,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,120.9517091
182,Bihar,Jehanabad,2013,0,0,0,0,0,23.29,35.33,0.541283672,1569,0,2,3,5,1863.67,2,362.0089302,360.0089302,17.9477176,20.00122824,15007.73799,136.2247149
183,Bihar,Kaimur_Bhabua,2007,0,0,0,0,0,15.8,17.44,0.559993414,3381,0,555,507,1062,1214.49,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,49.60494715
184,Bihar,Kaimur_Bhabua,2008,0,0,0,0,0,11.81,17.44,0.559993414,3381,0,555,507,1062,1107.43,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,58.53255098
185,Bihar,Kaimur_Bhabua,2009,0,0,0,0,0,13.58,17.44,0.559993414,3381,0,555,507,1062,719.28,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,59.34345992
186,Bihar,Kaimur_Bhabua,2010,2,0,0,0,2,17.44,17.44,0.559993414,3381,0,555,507,1062,692.69,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,52.52358699
187,Bihar,Kaimur_Bhabua,2011,0,0,0,0,0,3.94,18.95,0.559993414,3381,0,555,507,1062,930.76,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,57.19680513
188,Bihar,Kaimur_Bhabua,2012,0,0,0,0,0,22.03,18.95,0.559993414,3381,0,548.5,534,1082.5,1059.52,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,52.43651041
189,Bihar,Kaimur_Bhabua,2013,0,0,0,0,0,20.12,23.24,0.559993414,3381,0,542,561,1103,923.16,0,648.0686646,648.0686646,61.17982813,94.15471394,207889.056,60.69692646
190,Bihar,Katihar,2007,0,0,0,0,0,12.6,13.89,0.393162537,3057,0,18,44,62,1303.53,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,52.26530455
191,Bihar,Katihar,2008,0,0,0,0,0,9.38,13.89,0.393162537,3057,0,18,44,62,1363.52,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,55.64071049
192,Bihar,Katihar,2009,0,0,0,0,0,10.5,13.89,0.393162537,3057,0,18,44,62,1288.4,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,60.99349503
193,Bihar,Katihar,2010,0,0,0,0,0,17.28,13.89,0.393162537,3057,0,18,44,62,1278.3,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,61.86107056
194,Bihar,Katihar,2011,0,0,0,0,0,7.95,14.68,0.393162537,3057,0,18,44,62,1380.75,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,55.99841484
195,Bihar,Katihar,2012,0,0,0,0,0,5.87,14.68,0.393162537,3057,0,12,49.5,61.5,1417.26,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,65.60479377
196,Bihar,Katihar,2013,0,0,0,0,0,10,17.99,0.393162537,3057,0,6,55,61,1497.77,0,45.14421463,45.14421463,6.220423997,4.613279696,18679.93326,57.02084028
197,Bihar,Khagaria,2007,0,0,0,0,0,12.91,14.23,0.45073864,1486,0,2,6,8,1243.81,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,57.50481
198,Bihar,Khagaria,2008,2,0,0,0,2,9.66,14.23,0.45073864,1486,0,2,6,8,791.05,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,63.83795587
199,Bihar,Khagaria,2009,16,0,0,0,16,14.23,14.23,0.45073864,1486,0,2,6,8,1186.4,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,66.73307608
200,Bihar,Khagaria,2010,0,0,0,0,0,14.23,14.23,0.45073864,1486,0,2,6,8,902.29,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,66.15229422
201,Bihar,Khagaria,2011,0,0,0,0,0,7.65,15.08,0.45073864,1486,0,2,6,8,1297.84,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,61.33904821
202,Bihar,Khagaria,2012,0,0,0,0,0,13.26,15.08,0.45073864,1486,0,2.5,12,14.5,1404.48,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,67.26477123
203,Bihar,Khagaria,2013,0,0,0,0,0,14.27,18.5,0.45073864,1486,0,3,18,21,1194.33,1.414213538,57.00876999,55.59455645,11.73244144,8.89487428,17317.08357,63.8916492
204,Bihar,Kishanganj,2007,0,0,0,0,0,11.52,12.69,0.424688268,1884,0,26,49,75,2420.71,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,46.58415366
205,Bihar,Kishanganj,2008,0,0,0,0,0,8.77,12.69,0.424688268,1884,0,26,49,75,2565.79,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,48.94670227
206,Bihar,Kishanganj,2009,0,0,0,0,0,9.55,12.69,0.424688268,1884,0,26,49,75,2067.99,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,53.70246832
207,Bihar,Kishanganj,2010,0,0,0,0,0,15.83,12.69,0.424688268,1884,0,26,49,75,3109.82,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,50.74576958
208,Bihar,Kishanganj,2011,0,0,0,0,0,9.55,13.23,0.424688268,1884,0,26,49,75,2593.85,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,48.53135963
209,Bihar,Kishanganj,2012,0,0,0,0,0,8.59,13.23,0.424688268,1884,0,21.5,66.5,88,2680.86,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,59.89055569
210,Bihar,Kishanganj,2013,0,0,0,0,0,10,16.23,0.424688268,1884,0,17,84,101,2528.15,0,50.7740097,50.7740097,4.525399662,3.227076813,9073.426323,46.76442992
211,Bihar,Lakhisarai,2007,0,0,0,0,0,13.29,14.65,0.492623275,1356,0,180,14,194,1810.11,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,54.589423
212,Bihar,Lakhisarai,2008,0,0,0,0,0,9.96,14.65,0.492623275,1356,0,180,14,194,1029.66,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,61.47491948
213,Bihar,Lakhisarai,2009,3,1,1,0,5,13.19,14.65,0.492623275,1356,0,180,14,194,729.31,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,62.25672053
214,Bihar,Lakhisarai,2010,0,8,0,0,8,16.11,14.65,0.492623275,1356,0,180,14,194,1120.8,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,63.42119145
215,Bihar,Lakhisarai,2011,0,0,0,0,0,12.95,15.59,0.492623275,1356,0,180,14,194,947.49,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,59.79577395
216,Bihar,Lakhisarai,2012,0,0,0,0,0,9.29,15.59,0.492623275,1356,0,180.5,17,197.5,1071.25,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,61.58269854
217,Bihar,Lakhisarai,2013,0,0,0,0,0,15.69,19.13,0.492623275,1356,0,181,20,201,896.74,0,460.1564941,460.1564941,38.54812211,79.25163414,46797.42024,62.34913722
218,Bihar,Madhepura,2007,0,0,0,0,0,18.5,20.43,0.40771473,1788,0,6,20,26,1321.09,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,55.51399232
219,Bihar,Madhepura,2008,0,0,0,0,0,18.03,20.43,0.40771473,1788,0,6,20,26,1153.69,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,59.40681212
220,Bihar,Madhepura,2009,0,0,0,0,0,14.39,20.43,0.40771473,1788,0,6,20,26,1259.2,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,64.44691307
221,Bihar,Madhepura,2010,0,0,0,0,0,26.47,20.43,0.40771473,1788,0,6,20,26,1004.09,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,63.73588955
222,Bihar,Madhepura,2011,0,0,0,0,0,14.56,22.53,0.40771473,1788,0,6,20,26,1452.2,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,58.44091928
223,Bihar,Madhepura,2012,0,0,0,0,0,10.43,22.53,0.40771473,1788,0,3.5,35,38.5,1062.39,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,68.04053621
224,Bihar,Madhepura,2013,0,0,0,0,0,24.05,27.63,0.40771473,1788,0,1,50,51,1472.33,0,63.83572769,63.83572769,9.846452695,6.448391665,17467.60708,60.29548232
225,Bihar,Madhubani,2007,0,0,0,0,0,12.26,13.52,0.475947806,3501,0,18,118,136,1730.77,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,58.36017256
226,Bihar,Madhubani,2008,0,0,0,0,0,9.9,13.52,0.475947806,3501,0,18,118,136,923.68,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,60.93527391
227,Bihar,Madhubani,2009,0,0,0,0,0,10.04,13.52,0.475947806,3501,0,18,118,136,1089.85,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,68.06383053
228,Bihar,Madhubani,2010,0,0,0,0,0,17,13.52,0.475947806,3501,0,18,118,136,814.55,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,67.98992708
229,Bihar,Madhubani,2011,0,0,0,0,0,10.35,14.23,0.475947806,3501,0,18,118,136,1253.38,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,60.36373398
230,Bihar,Madhubani,2012,0,0,0,0,0,14.23,14.23,0.475947806,3501,0,28.5,138.5,167,735.98,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,69.23959192
231,Bihar,Madhubani,2013,0,0,0,0,0,7.67,17.46,0.475947806,3501,0,39,159,198,987.01,0,43.347435,43.347435,6.084180809,4.048787048,21684.0204,64.17264724
232,Bihar,Munger,2007,2,0,0,0,2,18.63,20.59,0.543738894,1347,0,251,14,265,1391.89,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,52.82990476
233,Bihar,Munger,2008,2,6,0,0,8,14.88,20.59,0.543738894,1347,0,251,14,265,863.26,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,58.80782872
234,Bihar,Munger,2009,2,0,1,0,3,15.33,20.59,0.543738894,1347,0,251,14,265,992,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,60.64925586
235,Bihar,Munger,2010,6,0,13,0,19,25.85,20.59,0.543738894,1347,0,251,14,265,906.43,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,61.44058218
236,Bihar,Munger,2011,6,0,0,0,6,14.8,22.73,0.543738894,1347,0,251,14,265,820.35,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,58.25227753
237,Bihar,Munger,2012,5,0,1,0,6,14.68,22.73,0.543738894,1347,0,250,16,266,1415.94,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,61.08039724
238,Bihar,Munger,2013,0,3,0,0,3,7.6,27.88,0.543738894,1347,0,249,18,267,1271.35,1,476.0094604,475.0094604,51.27320724,78.0133,73679.59881,60.43784569
239,Bihar,Muzaffarpur,2007,0,0,0,0,0,15.35,16.94,0.503838248,3172,0,82,74,156,1986.61,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,66.66684059
240,Bihar,Muzaffarpur,2008,0,1,0,0,1,12.34,16.94,0.503838248,3172,0,87,74.25,161.25,1163.91,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,72.90328076
241,Bihar,Muzaffarpur,2009,2,5,1,0,8,12.55,16.94,0.503838248,3172,0,92,74.5,166.5,850.78,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,76.69891412
242,Bihar,Muzaffarpur,2010,0,0,0,0,0,21.33,16.94,0.503838248,3172,0,97,74.75,171.75,730.02,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,75.74578082
243,Bihar,Muzaffarpur,2011,1,5,0,0,6,10.74,18.34,0.503838248,3172,0,102,75,177,1289.94,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,70.43557246
244,Bihar,Muzaffarpur,2012,0,0,0,0,0,18.34,18.34,0.503838248,3172,0,77,83,160,878.86,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,73.78520695
245,Bihar,Muzaffarpur,2013,2,0,0,0,2,16.71,22.51,0.503838248,3172,0,52,91,143,794.44,0,33.301651,33.301651,5.542289036,4.348603373,17325.19553,76.0293695
246,Bihar,Nalanda,2007,0,0,0,0,0,14.3,15.76,0.509220546,2367,0,5,23,28,1780.46,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,58.74578973
247,Bihar,Nalanda,2008,0,0,0,0,0,10.73,15.76,0.509220546,2367,0,5,23,28,1062.57,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,67.35210485
248,Bihar,Nalanda,2009,0,0,0,0,0,11.98,15.76,0.509220546,2367,0,5,23,28,781.31,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,66.60322176
249,Bihar,Nalanda,2010,0,0,0,0,0,19.54,15.76,0.509220546,2367,0,5,23,28,718.46,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,65.91874394
250,Bihar,Nalanda,2011,0,0,0,0,0,15.06,16.92,0.509220546,2367,0,5,23,28,916.73,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,62.09911171
251,Bihar,Nalanda,2012,0,0,0,0,0,10.74,16.92,0.509220546,2367,0,6,24,30,805.47,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,63.24158518
252,Bihar,Nalanda,2013,0,0,0,0,0,15.99,20.75,0.509220546,2367,0,7,25,32,839.5,0,618.2240601,618.2240601,18.94956183,41.71818207,44891.51198,68.02025838
253,Bihar,Nawada,2007,0,0,0,0,0,18.46,20.4,0.476196703,2494,0,187,323,510,1287.83,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,51.92409356
254,Bihar,Nawada,2008,0,0,6,0,6,14.02,20.4,0.476196703,2494,0,187,323,510,1116.94,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,60.74952849
255,Bihar,Nawada,2009,0,11,0,0,11,15.36,20.4,0.476196703,2494,0,187,323,510,787.62,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,58.34749348
256,Bihar,Nawada,2010,0,0,0,0,0,25.44,20.4,0.476196703,2494,0,187,323,510,724.14,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,57.62729406
257,Bihar,Nawada,2011,0,0,0,0,0,13.38,22.5,0.476196703,2494,0,187,323,510,895.03,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,56.97915333
258,Bihar,Nawada,2012,0,0,0,0,0,22.5,22.5,0.476196703,2494,0,187,322.5,509.5,849.38,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,55.41942196
259,Bihar,Nawada,2013,0,0,0,0,0,19.45,27.62,0.476196703,2494,0,187,322,509,934.49,1.732050776,661.9954834,660.2634326,48.45745766,85.80677388,120562.1546,61.04075072
260,Bihar,Patna,2007,4,0,0,0,4,20.61,22.79,0.508554624,3202,0,13,3,16,1679.75,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,61.26024065
261,Bihar,Patna,2008,0,0,0,0,0,15.39,22.79,0.508554624,3202,0,13,3,16,1229.02,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,69.95949894
262,Bihar,Patna,2009,0,0,0,0,0,17.18,22.79,0.508554624,3202,0,13,3,16,794.44,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,71.41600805
263,Bihar,Patna,2010,2,0,0,0,2,28.4,22.79,0.508554624,3202,0,13,3,16,726.14,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,67.81720645
264,Bihar,Patna,2011,0,0,0,0,0,16.62,25.38,0.508554624,3202,0,13,3,16,939.63,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,65.1167119
265,Bihar,Patna,2012,0,0,0,0,0,17.05,25.38,0.508554624,3202,0,17,3.5,20.5,951.65,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,66.29387697
266,Bihar,Patna,2013,0,0,0,0,0,0,31.13,0.508554624,3202,0,21,4,25,869.85,0,61.43289185,61.43289185,12.01423057,9.0674505,38890.06435,71.3533974
267,Bihar,Purnia,2007,0,0,0,0,0,19.51,21.57,0.383905951,3229,0,6,41,47,1497.48,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,52.56718774
268,Bihar,Purnia,2008,0,0,0,0,0,15.76,21.57,0.383905951,3229,0,6,41,47,1473.74,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,56.22558457
269,Bihar,Purnia,2009,0,0,0,0,0,21.57,21.57,0.383905951,3229,0,6,41,47,1335.94,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,61.80992882
270,Bihar,Purnia,2010,0,0,0,0,0,21.57,21.57,0.383905951,3229,0,6,41,47,1340.4,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,61.59943351
271,Bihar,Purnia,2011,0,0,0,0,0,11.22,23.9,0.383905951,3229,0,6,41,47,1644.6,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,55.78579864
272,Bihar,Purnia,2012,0,0,0,0,0,23.78,23.9,0.383905951,3229,0,5.5,44.5,50,1600.91,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,66.46290924
273,Bihar,Purnia,2013,0,0,0,0,0,21.37,29.31,0.383905951,3229,0,5,48,53,1692.32,0,55.68662262,55.68662262,5.619736189,4.828642972,18044.9729,56.27625213
274,Bihar,Rohtas,2007,7,6,0,0,13,16.23,17.92,0.597928719,3832,0,321,385,706,1123.63,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,51.32671097
275,Bihar,Rohtas,2008,6,1,0,0,7,12.58,17.92,0.597928719,3832,0,321,385,706,1194.79,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,60.3588141
276,Bihar,Rohtas,2009,0,0,11,0,11,17.92,17.92,0.597928719,3832,0,321,385,706,703.86,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,61.8481382
277,Bihar,Rohtas,2010,4,0,0,1,5,17.92,17.92,0.597928719,3832,0,321,385,706,656.02,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,54.97532155
278,Bihar,Rohtas,2011,4,0,3,0,7,9.12,19.52,0.597928719,3832,0,321,385,706,1168.92,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,57.8324586
279,Bihar,Rohtas,2012,0,0,3,0,3,19.52,19.52,0.597928719,3832,0,327.5,377.5,705,1067.16,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,54.30808831
280,Bihar,Rohtas,2013,0,0,0,0,0,0,23.95,0.597928719,3832,0,334,370,704,837.13,0,659.4649048,659.4649048,54.06313641,110.1383802,207386.1913,62.42021774
281,Bihar,Saharsa,2007,0,0,0,0,0,14.14,18.12,0.404832578,1680,0,2,9,11,1353.32,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,58.06134939
282,Bihar,Saharsa,2008,0,0,0,0,0,13.46,18.12,0.404832578,1680,0,2,9,11,994.43,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,62.9068525
283,Bihar,Saharsa,2009,0,0,0,0,0,14.31,18.12,0.404832578,1680,0,2,9,11,1242.96,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,67.51492268
284,Bihar,Saharsa,2010,0,0,0,0,0,21.93,18.12,0.404832578,1680,0,2,9,11,905.27,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,66.72507626
285,Bihar,Saharsa,2011,0,0,0,0,0,12.78,19.76,0.404832578,1680,0,2,9,11,1340.43,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,60.9536789
286,Bihar,Saharsa,2012,0,0,0,0,0,16.55,19.76,0.404832578,1680,0,3,18.5,21.5,1065.79,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,69.47731509
287,Bihar,Saharsa,2013,0,0,0,0,0,10,24.23,0.404832578,1680,0,4,28,32,1226.92,0,80.75270844,80.75270844,12.13718611,7.732413289,20208.41488,63.79909919
288,Bihar,Samastipur,2007,0,0,0,0,0,13.17,14.52,0.496037089,2904,0,39,18,57,1631.11,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,63.53605792
289,Bihar,Samastipur,2008,0,0,0,0,0,9.8,14.52,0.496037089,2904,0,39,18,57,1003.39,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,69.97244719
290,Bihar,Samastipur,2009,0,0,0,0,0,11.74,14.52,0.496037089,2904,0,39,18,57,809.99,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,73.36517789
291,Bihar,Samastipur,2010,0,0,0,0,0,17.3,14.52,0.496037089,2904,0,39,18,57,804.01,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,72.30354135
292,Bihar,Samastipur,2011,0,0,0,0,0,9.35,15.44,0.496037089,2904,0,39,18,57,1102.42,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,66.83111476
293,Bihar,Samastipur,2012,0,0,0,0,0,9.63,15.44,0.496037089,2904,0,73.5,33,106.5,862.1,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,71.61542868
294,Bihar,Samastipur,2013,0,0,0,0,0,14.6,18.94,0.496037089,2904,0,108,48,156,838.01,1,56.48008347,55.48008347,8.745632902,5.345550775,23079.72523,71.13755774
295,Bihar,Saran,2007,3,2,0,0,5,17.75,19.62,0.537030172,2641,0,38,17,55,1830.35,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,67.22857266
296,Bihar,Saran,2008,0,0,0,0,0,13.24,19.62,0.537030172,2641,0,38,17,55,1327.02,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,75.40068053
297,Bihar,Saran,2009,0,1,0,0,1,19.62,19.62,0.537030172,2641,0,38,17,55,820.69,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,78.40268015
298,Bihar,Saran,2010,0,0,0,0,0,19.62,19.62,0.537030172,2641,0,38,17,55,717.47,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,73.42330886
299,Bihar,Saran,2011,0,0,0,0,0,11.19,21.56,0.537030172,2641,0,38,17,55,1068.07,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,72.11158882
300,Bihar,Saran,2012,0,0,0,0,0,10.44,21.56,0.537030172,2641,0,33,22,55,982.76,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,72.64821392
301,Bihar,Saran,2013,0,0,0,0,0,19.96,26.44,0.537030172,2641,0,28,27,55,820.83,0,48.7749939,48.7749939,7.111957129,7.006936942,18633.32768,78.49735631
302,Bihar,Sheikhpura,2007,0,0,0,0,0,17.3,19.11,0.501564456,612,0,0,0,0,1589.78,1.414213538,186.3276672,184.9134537,8.345617602,11.5608315,5800.204233,56.35381989
303,Bihar,Sheikhpura,2008,0,0,0,0,0,12.92,19.11,0.501564456,612,0,0,0,0,1017.89,1.414213538,186.3276672,184.9134537,8.345617602,11.5608315,5800.204233,63.51393685
304,Bihar,Sheikhpura,2009,0,0,0,0,0,14.49,19.11,0.501564456,612,0,0,0,0,889.13,1.414213538,186.3276672,184.9134537,8.345617602,11.5608315,5800.204233,63.30023672
